salary_id,job_id,med_salary,pay_period,currency,compensation_type
105,3700548550,150000,YEARLY,USD,BASE_SALARY
106,3700548756,86822,YEARLY,USD,BASE_SALARY
107,3700549188,35,HOURLY,USD,BASE_SALARY
108,3700549194,35,HOURLY,USD,BASE_SALARY
109,3700549196,35,HOURLY,USD,BASE_SALARY
110,3700549219,36,HOURLY,USD,BASE_SALARY
111,3700549581,13,HOURLY,USD,BASE_SALARY
112,3700549583,13,HOURLY,USD,BASE_SALARY
113,3700549640,35,HOURLY,USD,BASE_SALARY
114,3700549696,190400,YEARLY,USD,BASE_SALARY
115,3700549721,18,HOURLY,USD,BASE_SALARY
116,3700550019,150000,YEARLY,USD,BASE_SALARY
117,3700550106,35,HOURLY,USD,BASE_SALARY
118,3700550107,35,HOURLY,USD,BASE_SALARY
119,3700550116,35,HOURLY,USD,BASE_SALARY
120,3700550306,150000,YEARLY,USD,BASE_SALARY
121,3700550327,150000,YEARLY,USD,BASE_SALARY
122,3700550924,150000,YEARLY,USD,BASE_SALARY
123,3700550930,130000,YEARLY,USD,BASE_SALARY
124,3700551068,35,HOURLY,USD,BASE_SALARY
125,3700551078,27,HOURLY,USD,BASE_SALARY
126,3700551092,35,HOURLY,USD,BASE_SALARY
127,3700551241,83000,YEARLY,USD,BASE_SALARY
128,3700551319,150000,YEARLY,USD,BASE_SALARY
129,3700551320,150000,YEARLY,USD,BASE_SALARY
130,3700551805,84750,YEARLY,USD,BASE_SALARY
131,3700551840,83000,YEARLY,USD,BASE_SALARY
132,3700551891,150000,YEARLY,USD,BASE_SALARY
133,3700551940,150000,YEARLY,USD,BASE_SALARY
134,3700552042,35,HOURLY,USD,BASE_SALARY
135,3700552043,35,HOURLY,USD,BASE_SALARY
136,3700552264,150000,YEARLY,USD,BASE_SALARY
137,3700552599,25,HOURLY,USD,BASE_SALARY
138,3700552890,150000,YEARLY,USD,BASE_SALARY
139,3700552990,104450,YEARLY,USD,BASE_SALARY
140,3700553388,35,HOURLY,USD,BASE_SALARY
141,3700553847,200300,YEARLY,USD,BASE_SALARY
142,3700553874,329050,YEARLY,USD,BASE_SALARY
143,3700553886,22,HOURLY,USD,BASE_SALARY
144,3700554332,37760,YEARLY,USD,BASE_SALARY
145,3700554333,4800,MONTHLY,USD,BASE_SALARY
146,3700554594,112500,YEARLY,USD,BASE_SALARY
147,3700554617,320250,YEARLY,USD,BASE_SALARY
148,3700554640,154750,YEARLY,USD,BASE_SALARY
149,3700555134,35,HOURLY,USD,BASE_SALARY
150,3700555149,24,HOURLY,USD,BASE_SALARY
151,3700555490,150000,YEARLY,USD,BASE_SALARY
152,3700555493,150000,YEARLY,USD,BASE_SALARY
153,3700555600,200300,YEARLY,USD,BASE_SALARY
154,3700555649,75,HOURLY,USD,BASE_SALARY
155,3700556185,320250,YEARLY,USD,BASE_SALARY
156,3700556195,216950,YEARLY,USD,BASE_SALARY
157,3700557016,150000,YEARLY,USD,BASE_SALARY
158,3700557041,150000,YEARLY,USD,BASE_SALARY
159,3700557071,271850,YEARLY,USD,BASE_SALARY
160,3700558029,169300,YEARLY,USD,BASE_SALARY
161,3700559014,20,HOURLY,USD,BASE_SALARY
163,903408693,39500,YEARLY,USD,BASE_SALARY
164,1029078768,50,HOURLY,USD,BASE_SALARY
166,2282679989,17,HOURLY,USD,BASE_SALARY
167,2730408164,22,HOURLY,USD,BASE_SALARY
168,2885838641,21,HOURLY,USD,BASE_SALARY
169,3047547711,35,HOURLY,USD,BASE_SALARY
170,3108036575,86645,YEARLY,USD,BASE_SALARY
171,3243289926,78500,YEARLY,USD,BASE_SALARY
172,3313349770,42500,YEARLY,USD,BASE_SALARY
173,3395626440,32,HOURLY,USD,BASE_SALARY
174,3422104915,87500,YEARLY,USD,BASE_SALARY
175,3529464114,30,HOURLY,USD,BASE_SALARY
177,3584068782,65000,YEARLY,USD,BASE_SALARY
178,3587919328,105000,YEARLY,USD,BASE_SALARY
179,3601203087,95000,YEARLY,USD,BASE_SALARY
180,3618024320,62500,YEARLY,USD,BASE_SALARY
181,3635154108,20,HOURLY,USD,BASE_SALARY
182,3637608593,20,HOURLY,USD,BASE_SALARY
183,3643209562,86750,YEARLY,USD,BASE_SALARY
184,3643371518,22,HOURLY,USD,BASE_SALARY
185,3644109811,60000,YEARLY,USD,BASE_SALARY
186,3666015999,33,HOURLY,USD,BASE_SALARY
187,3668771880,73500,YEARLY,USD,BASE_SALARY
188,3669525119,67,HOURLY,USD,BASE_SALARY
189,3673294109,55000,YEARLY,USD,BASE_SALARY
190,3678500518,26,HOURLY,USD,BASE_SALARY
191,3680164564,190000,YEARLY,USD,BASE_SALARY
192,3680807523,184990,YEARLY,USD,BASE_SALARY
193,3681440546,55000,YEARLY,USD,BASE_SALARY
194,3682818140,125,YEARLY,USD,BASE_SALARY
195,3689394048,52,HOURLY,USD,BASE_SALARY
196,3692363916,15,HOURLY,USD,BASE_SALARY
197,3692364583,120000,YEARLY,USD,BASE_SALARY
198,3693028967,32,HOURLY,USD,BASE_SALARY
199,3693032353,23,HOURLY,USD,BASE_SALARY
200,3693033842,80000,YEARLY,USD,BASE_SALARY
201,3693034684,53,HOURLY,USD,BASE_SALARY
202,3693035554,140000,YEARLY,USD,BASE_SALARY
204,3693037942,61621,YEARLY,USD,BASE_SALARY
205,3693038606,75000,YEARLY,USD,BASE_SALARY
206,3693038731,70000,YEARLY,USD,BASE_SALARY
207,3693039588,87620,YEARLY,USD,BASE_SALARY
209,3693039968,32,HOURLY,USD,BASE_SALARY
211,3693040696,49,HOURLY,USD,BASE_SALARY
212,3693040776,62500,YEARLY,USD,BASE_SALARY
213,3693040868,25,HOURLY,USD,BASE_SALARY
214,3693040913,64500,YEARLY,USD,BASE_SALARY
216,3693041555,61000,YEARLY,USD,BASE_SALARY
218,3693041637,37,HOURLY,USD,BASE_SALARY
219,3693041825,115000,YEARLY,USD,BASE_SALARY
220,3693041882,21,HOURLY,USD,BASE_SALARY
221,3693041894,100000,YEARLY,USD,BASE_SALARY
222,3693041907,67,HOURLY,USD,BASE_SALARY
223,3693041910,44,HOURLY,USD,BASE_SALARY
224,3693041913,44000,YEARLY,USD,BASE_SALARY
225,3693041916,75000,YEARLY,USD,BASE_SALARY
226,3693041922,85000,YEARLY,USD,BASE_SALARY
227,3693041930,27,HOURLY,USD,BASE_SALARY
228,3693041955,135000,YEARLY,USD,BASE_SALARY
229,3693041956,55000,YEARLY,USD,BASE_SALARY
230,3693041960,117500,YEARLY,USD,BASE_SALARY
231,3693041970,24,HOURLY,USD,BASE_SALARY
232,3693041982,110000,YEARLY,USD,BASE_SALARY
233,3693041983,16,YEARLY,USD,BASE_SALARY
234,3693041990,105000,YEARLY,USD,BASE_SALARY
235,3693041994,24,HOURLY,USD,BASE_SALARY
236,3693042772,15,HOURLY,USD,BASE_SALARY
239,3693042908,120000,YEARLY,USD,BASE_SALARY
240,3693042911,62500,YEARLY,USD,BASE_SALARY
241,3693042936,53,HOURLY,USD,BASE_SALARY
242,3693042942,113000,YEARLY,USD,BASE_SALARY
243,3693042944,16,HOURLY,USD,BASE_SALARY
244,3693042945,112500,YEARLY,USD,BASE_SALARY
245,3693042951,105000,YEARLY,USD,BASE_SALARY
246,3693042954,65000,YEARLY,USD,BASE_SALARY
247,3693042971,66000,YEARLY,USD,BASE_SALARY
248,3693042974,143550,YEARLY,USD,BASE_SALARY
249,3693042975,150000,YEARLY,USD,BASE_SALARY
250,3693042977,110000,YEARLY,USD,BASE_SALARY
251,3693042983,17,HOURLY,USD,BASE_SALARY
252,3693043308,97500,YEARLY,USD,BASE_SALARY
254,3693043608,22,HOURLY,USD,BASE_SALARY
255,3693043623,140000,YEARLY,USD,BASE_SALARY
256,3693043626,27,HOURLY,USD,BASE_SALARY
257,3693043649,85105,YEARLY,USD,BASE_SALARY
258,3693043650,45000,YEARLY,USD,BASE_SALARY
259,3693043655,200000,YEARLY,USD,BASE_SALARY
260,3693043658,25,HOURLY,USD,BASE_SALARY
261,3693043675,125000,YEARLY,USD,BASE_SALARY
262,3693043688,82500,YEARLY,USD,BASE_SALARY
263,3693043689,24,HOURLY,USD,BASE_SALARY
264,3693043692,43,HOURLY,USD,BASE_SALARY
265,3693043695,110000,YEARLY,USD,BASE_SALARY
266,3693043698,120000,YEARLY,USD,BASE_SALARY
267,3693043700,70,HOURLY,USD,BASE_SALARY
269,3693043721,162500,YEARLY,USD,BASE_SALARY
270,3693043725,202500,YEARLY,USD,BASE_SALARY
271,3693043727,100,HOURLY,USD,BASE_SALARY
272,3693043736,105000,YEARLY,USD,BASE_SALARY
273,3693043742,117500,YEARLY,USD,BASE_SALARY
274,3693043747,20,HOURLY,USD,BASE_SALARY
275,3693043758,65000,YEARLY,USD,BASE_SALARY
276,3693043812,22,HOURLY,USD,BASE_SALARY
277,3693043815,60,HOURLY,USD,BASE_SALARY
278,3693043836,82500,YEARLY,USD,BASE_SALARY
279,3693043839,157657,YEARLY,USD,BASE_SALARY
280,3693043840,35,HOURLY,USD,BASE_SALARY
281,3693043845,25,HOURLY,USD,BASE_SALARY
282,3693043848,36,YEARLY,USD,BASE_SALARY
283,3693043849,25,HOURLY,USD,BASE_SALARY
284,3693043850,82500,YEARLY,USD,BASE_SALARY
285,3693043851,62,HOURLY,USD,BASE_SALARY
286,3693043852,140000,YEARLY,USD,BASE_SALARY
287,3693043855,62500,YEARLY,USD,BASE_SALARY
289,3693043870,112500,YEARLY,USD,BASE_SALARY
291,3693043876,112500,YEARLY,USD,BASE_SALARY
292,3693043878,130000,YEARLY,USD,BASE_SALARY
293,3693043881,150000,YEARLY,USD,BASE_SALARY
294,3693043884,55000,YEARLY,USD,BASE_SALARY
295,3693043905,23,HOURLY,USD,BASE_SALARY
296,3693043913,80000,YEARLY,USD,BASE_SALARY
297,3693043918,62,HOURLY,USD,BASE_SALARY
298,3693043936,80000,YEARLY,USD,BASE_SALARY
299,3693043945,110000,YEARLY,USD,BASE_SALARY
300,3693043959,107500,YEARLY,USD,BASE_SALARY
301,3693043967,60,HOURLY,USD,BASE_SALARY
302,3693043976,97500,YEARLY,USD,BASE_SALARY
304,3693044269,52,HOURLY,USD,BASE_SALARY
305,3693044271,17,YEARLY,USD,BASE_SALARY
306,3693044273,105000,YEARLY,USD,BASE_SALARY
307,3693044277,60000,YEARLY,USD,BASE_SALARY
308,3693044281,94150,YEARLY,USD,BASE_SALARY
309,3693044299,22,HOURLY,USD,BASE_SALARY
310,3693044300,26,HOURLY,USD,BASE_SALARY
311,3693044307,97500,YEARLY,USD,BASE_SALARY
312,3693044310,48,HOURLY,USD,BASE_SALARY
313,3693044312,60000,YEARLY,USD,BASE_SALARY
314,3693044317,59,HOURLY,USD,BASE_SALARY
315,3693044318,28,HOURLY,USD,BASE_SALARY
316,3693044326,212500,YEARLY,USD,BASE_SALARY
317,3693044327,125000,YEARLY,USD,BASE_SALARY
318,3693044338,26,HOURLY,USD,BASE_SALARY
319,3693044340,170000,YEARLY,USD,BASE_SALARY
320,3693044348,95014,YEARLY,USD,BASE_SALARY
321,3693044349,145000,YEARLY,USD,BASE_SALARY
322,3693044351,102500,YEARLY,USD,BASE_SALARY
323,3693044363,67500,YEARLY,USD,BASE_SALARY
324,3693044376,31,HOURLY,USD,BASE_SALARY
325,3693044419,105040,YEARLY,USD,BASE_SALARY
326,3693044420,65000,YEARLY,USD,BASE_SALARY
327,3693044456,200000,YEARLY,USD,BASE_SALARY
328,3693044457,52,HOURLY,USD,BASE_SALARY
329,3693044461,102500,YEARLY,USD,BASE_SALARY
330,3693044463,90000,YEARLY,USD,BASE_SALARY
331,3693044473,31,HOURLY,USD,BASE_SALARY
332,3693044477,60000,YEARLY,USD,BASE_SALARY
333,3693044479,60000,YEARLY,USD,BASE_SALARY
334,3693044480,30,HOURLY,USD,BASE_SALARY
335,3693044491,42,HOURLY,USD,BASE_SALARY
336,3693044497,125000,YEARLY,USD,BASE_SALARY
337,3693044517,55000,YEARLY,USD,BASE_SALARY
338,3693044535,65000,YEARLY,USD,BASE_SALARY
339,3693044540,36500,YEARLY,USD,BASE_SALARY
340,3693044545,22,HOURLY,USD,BASE_SALARY
341,3693044547,102500,YEARLY,USD,BASE_SALARY
342,3693044557,130500,YEARLY,USD,BASE_SALARY
343,3693044565,162180,YEARLY,USD,BASE_SALARY
344,3693044568,150000,YEARLY,USD,BASE_SALARY
345,3693044578,124866,YEARLY,USD,BASE_SALARY
346,3693044608,150000,YEARLY,USD,BASE_SALARY
347,3693044634,215000,YEARLY,USD,BASE_SALARY
348,3693044635,137500,YEARLY,USD,BASE_SALARY
349,3693044649,80000,YEARLY,USD,BASE_SALARY
350,3693044650,23,HOURLY,USD,BASE_SALARY
351,3693044658,75000,YEARLY,USD,BASE_SALARY
352,3693044669,180000,YEARLY,USD,BASE_SALARY
353,3693044673,144000,YEARLY,USD,BASE_SALARY
354,3693044699,58,HOURLY,USD,BASE_SALARY
355,3693044705,112500,YEARLY,USD,BASE_SALARY
356,3693044714,5000,MONTHLY,USD,BASE_SALARY
357,3693044727,70000,YEARLY,USD,BASE_SALARY
358,3693044736,90000,YEARLY,USD,BASE_SALARY
359,3693044741,47,HOURLY,USD,BASE_SALARY
360,3693044744,80000,YEARLY,USD,BASE_SALARY
361,3693044745,54500,YEARLY,USD,BASE_SALARY
362,3693044748,6212,MONTHLY,USD,BASE_SALARY
363,3693044760,135000,YEARLY,USD,BASE_SALARY
364,3693044765,155000,YEARLY,USD,BASE_SALARY
365,3693044800,53,HOURLY,USD,BASE_SALARY
366,3693044806,98,HOURLY,USD,BASE_SALARY
367,3693044807,75000,YEARLY,USD,BASE_SALARY
368,3693044809,25,HOURLY,USD,BASE_SALARY
369,3693044837,82,HOURLY,USD,BASE_SALARY
370,3693044845,44,HOURLY,USD,BASE_SALARY
371,3693044873,89000,YEARLY,USD,BASE_SALARY
372,3693044878,46,HOURLY,USD,BASE_SALARY
374,3693044890,96,HOURLY,USD,BASE_SALARY
375,3693044891,22,HOURLY,USD,BASE_SALARY
376,3693044911,85000,YEARLY,USD,BASE_SALARY
377,3693044914,87500,YEARLY,USD,BASE_SALARY
378,3693044917,18,HOURLY,USD,BASE_SALARY
379,3693044919,112500,YEARLY,USD,BASE_SALARY
380,3693044924,23150,YEARLY,USD,BASE_SALARY
381,3693044925,225,HOURLY,USD,BASE_SALARY
382,3693044955,76250,YEARLY,USD,BASE_SALARY
383,3693044964,150000,YEARLY,USD,BASE_SALARY
384,3693044984,62,HOURLY,USD,BASE_SALARY
385,3693044985,67,HOURLY,USD,BASE_SALARY
386,3693045025,28,HOURLY,USD,BASE_SALARY
387,3693045160,80000,YEARLY,USD,BASE_SALARY
388,3693045172,70000,YEARLY,USD,BASE_SALARY
389,3693045179,125000,YEARLY,USD,BASE_SALARY
390,3693045185,100,HOURLY,USD,BASE_SALARY
391,3693045191,92,HOURLY,USD,BASE_SALARY
392,3693045195,60000,YEARLY,USD,BASE_SALARY
393,3693045222,140400,YEARLY,USD,BASE_SALARY
394,3693045232,72500,YEARLY,USD,BASE_SALARY
395,3693045236,21,HOURLY,USD,BASE_SALARY
396,3693045237,25,HOURLY,USD,BASE_SALARY
397,3693045241,70,HOURLY,USD,BASE_SALARY
398,3693045242,23,HOURLY,USD,BASE_SALARY
399,3693045251,101500,YEARLY,USD,BASE_SALARY
400,3693045253,175000,YEARLY,USD,BASE_SALARY
401,3693045257,150000,YEARLY,USD,BASE_SALARY
402,3693045259,187500,YEARLY,USD,BASE_SALARY
403,3693045260,112500,YEARLY,USD,BASE_SALARY
404,3693045264,72,HOURLY,USD,BASE_SALARY
406,3693045279,18,HOURLY,USD,BASE_SALARY
407,3557311439,47500,YEARLY,USD,BASE_SALARY
408,3689687080,100000,YEARLY,USD,BASE_SALARY
409,3693045283,54000,YEARLY,USD,BASE_SALARY
410,3693045284,78,HOURLY,USD,BASE_SALARY
411,3693045288,132500,YEARLY,USD,BASE_SALARY
412,3693045289,23,HOURLY,USD,BASE_SALARY
413,3693045292,60,HOURLY,USD,BASE_SALARY
414,3693045295,180000,YEARLY,USD,BASE_SALARY
415,3693045296,55000,YEARLY,USD,BASE_SALARY
416,3693045304,64,HOURLY,USD,BASE_SALARY
417,3693045305,20,HOURLY,USD,BASE_SALARY
418,3693045318,24,HOURLY,USD,BASE_SALARY
419,3693045365,42,HOURLY,USD,BASE_SALARY
420,3693045370,20,HOURLY,USD,BASE_SALARY
421,3693045379,22,HOURLY,USD,BASE_SALARY
422,3693045386,75000,YEARLY,USD,BASE_SALARY
423,3693045389,77500,YEARLY,USD,BASE_SALARY
424,3693045397,117500,YEARLY,USD,BASE_SALARY
425,3693045432,110000,YEARLY,USD,BASE_SALARY
426,3693045435,95000,YEARLY,USD,BASE_SALARY
427,3693045448,55,HOURLY,USD,BASE_SALARY
428,3693045456,54000,YEARLY,USD,BASE_SALARY
429,3693045463,50000,YEARLY,USD,BASE_SALARY
430,3693045464,150000,YEARLY,USD,BASE_SALARY
431,3693045467,28,HOURLY,USD,BASE_SALARY
432,3693045468,65000,YEARLY,USD,BASE_SALARY
434,3693045487,14,HOURLY,USD,BASE_SALARY
435,3693045490,40,HOURLY,USD,BASE_SALARY
436,3693045493,31,HOURLY,USD,BASE_SALARY
437,3693045496,25,HOURLY,USD,BASE_SALARY
438,3693045500,25,HOURLY,USD,BASE_SALARY
439,3693045504,80000,YEARLY,USD,BASE_SALARY
440,3693045586,150000,YEARLY,USD,BASE_SALARY
441,3693045590,100000,YEARLY,USD,BASE_SALARY
442,3693045623,250000,YEARLY,USD,BASE_SALARY
443,3693045636,70000,YEARLY,USD,BASE_SALARY
444,3693045644,65000,YEARLY,USD,BASE_SALARY
445,3693045680,67500,YEARLY,USD,BASE_SALARY
446,3693045681,60000,YEARLY,USD,BASE_SALARY
447,3693045684,48,HOURLY,USD,BASE_SALARY
448,3693045703,145000,YEARLY,USD,BASE_SALARY
449,3693045710,120000,YEARLY,USD,BASE_SALARY
450,3693045711,80000,YEARLY,USD,BASE_SALARY
451,3693045715,38,HOURLY,USD,BASE_SALARY
452,3693045753,30,HOURLY,USD,BASE_SALARY
453,3693045756,82,HOURLY,USD,BASE_SALARY
454,3693045799,17,HOURLY,USD,BASE_SALARY
455,3693045800,61,HOURLY,USD,BASE_SALARY
456,3693045810,42,HOURLY,USD,BASE_SALARY
457,3693045819,155000,YEARLY,USD,BASE_SALARY
458,3693045841,75000,YEARLY,USD,BASE_SALARY
459,3693045847,60000,YEARLY,USD,BASE_SALARY
460,3693045874,72500,YEARLY,USD,BASE_SALARY
461,3693045876,31,HOURLY,USD,BASE_SALARY
462,3693045892,160000,YEARLY,USD,BASE_SALARY
464,3693045898,75,HOURLY,USD,BASE_SALARY
466,3693045905,21,HOURLY,USD,BASE_SALARY
467,3693045921,29,HOURLY,USD,BASE_SALARY
468,3693045946,21,HOURLY,USD,BASE_SALARY
469,3693045955,31,HOURLY,USD,BASE_SALARY
470,3693045963,24,HOURLY,USD,BASE_SALARY
471,3693045971,90050,YEARLY,USD,BASE_SALARY
472,3693045977,52,HOURLY,USD,BASE_SALARY
473,3693046079,65,HOURLY,USD,BASE_SALARY
474,3693046080,60000,YEARLY,USD,BASE_SALARY
475,3693046081,107500,YEARLY,USD,BASE_SALARY
476,3693046086,150000,YEARLY,USD,BASE_SALARY
477,3693046106,150000,YEARLY,USD,BASE_SALARY
478,3693046109,32,HOURLY,USD,BASE_SALARY
479,3693046111,62500,YEARLY,USD,BASE_SALARY
480,3693046116,65000,YEARLY,USD,BASE_SALARY
481,3693046119,45,HOURLY,USD,BASE_SALARY
482,3693046120,62254,YEARLY,USD,BASE_SALARY
483,3693046128,103499,YEARLY,USD,BASE_SALARY
484,3693046131,40,HOURLY,USD,BASE_SALARY
485,3693046140,65000,YEARLY,USD,BASE_SALARY
486,3693046142,117500,YEARLY,USD,BASE_SALARY
487,3693046145,130000,YEARLY,USD,BASE_SALARY
488,3693046147,94,HOURLY,USD,BASE_SALARY
489,3693046152,117500,YEARLY,USD,BASE_SALARY
490,3693046153,52500,YEARLY,USD,BASE_SALARY
491,3693046159,65000,YEARLY,USD,BASE_SALARY
492,3693046160,57,HOURLY,USD,BASE_SALARY
493,3693046164,72,HOURLY,USD,BASE_SALARY
494,3693046169,133665,YEARLY,USD,BASE_SALARY
495,3693046171,62500,YEARLY,USD,BASE_SALARY
496,3693046176,27,HOURLY,USD,BASE_SALARY
497,3693046187,100000,YEARLY,USD,BASE_SALARY
498,3693046198,200000,YEARLY,USD,BASE_SALARY
499,3693046225,112500,YEARLY,USD,BASE_SALARY
500,3693046272,60000,YEARLY,USD,BASE_SALARY
501,3693046275,190000,YEARLY,USD,BASE_SALARY
502,3693046276,31,HOURLY,USD,BASE_SALARY
503,3693046279,55,HOURLY,USD,BASE_SALARY
504,3693046284,202500,YEARLY,USD,BASE_SALARY
505,3693046287,55,HOURLY,USD,BASE_SALARY
506,3693046289,85000,YEARLY,USD,BASE_SALARY
507,3693046297,29,HOURLY,USD,BASE_SALARY
508,3693046308,75000,YEARLY,USD,BASE_SALARY
509,3693046310,75250,YEARLY,USD,BASE_SALARY
510,3693046312,47500,YEARLY,USD,BASE_SALARY
511,3693046316,98,YEARLY,USD,BASE_SALARY
512,3693046325,195000,YEARLY,USD,BASE_SALARY
513,3693046340,44,HOURLY,USD,BASE_SALARY
514,3693046343,70,HOURLY,USD,BASE_SALARY
515,3693046357,80000,YEARLY,USD,BASE_SALARY
516,3693046365,14,HOURLY,USD,BASE_SALARY
517,3693046369,17,HOURLY,USD,BASE_SALARY
518,3693046384,51,HOURLY,USD,BASE_SALARY
519,3693046386,47500,YEARLY,USD,BASE_SALARY
520,3693046391,15,HOURLY,USD,BASE_SALARY
521,3693046398,31,HOURLY,USD,BASE_SALARY
522,3693046445,185750,YEARLY,USD,BASE_SALARY
523,3693046466,25,HOURLY,USD,BASE_SALARY
524,3693046477,30,HOURLY,USD,BASE_SALARY
525,3693046479,53500,YEARLY,USD,BASE_SALARY
526,3693046487,32,HOURLY,USD,BASE_SALARY
527,3693046503,43,HOURLY,USD,BASE_SALARY
528,3693046507,70,HOURLY,USD,BASE_SALARY
529,3693046511,56000,YEARLY,USD,BASE_SALARY
530,3693046513,19,HOURLY,USD,BASE_SALARY
531,3693046528,97500,YEARLY,USD,BASE_SALARY
532,3693046536,21,HOURLY,USD,BASE_SALARY
533,3693046554,24,HOURLY,USD,BASE_SALARY
534,3693046563,82500,YEARLY,USD,BASE_SALARY
535,3693046570,187500,YEARLY,USD,BASE_SALARY
536,3693046572,175000,YEARLY,USD,BASE_SALARY
537,3693046591,57500,YEARLY,USD,BASE_SALARY
538,3693046595,125000,YEARLY,USD,BASE_SALARY
539,3693046605,60000,YEARLY,USD,BASE_SALARY
540,3693046648,105000,YEARLY,USD,BASE_SALARY
541,3693046651,92500,YEARLY,USD,BASE_SALARY
542,3693046661,62250,YEARLY,USD,BASE_SALARY
543,3693046687,55000,YEARLY,USD,BASE_SALARY
544,3693046692,288000,YEARLY,USD,BASE_SALARY
545,3693046701,52500,YEARLY,USD,BASE_SALARY
546,3693046711,80,HOURLY,USD,BASE_SALARY
547,3693046718,27,HOURLY,USD,BASE_SALARY
548,3693046734,127500,YEARLY,USD,BASE_SALARY
